"","year","cause","lat","lng","nb","type","fr","en","color"
"9972",2021,"Vehicle accident / death linked to hazardous transport",24.79530743,34.50681773,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"9973",2021,"Vehicle accident / death linked to hazardous transport",31.09968359,21.41265403,7,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"9974",2021,"Mixed or unknown",28.43185142,15.47829084,8,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"9975",2021,"Drowning",33.42943388,12.06490843,17,1,"Noyade","drowning","#58ABD3"
"9976",2021,"Drowning",32.75483468,13.71666686,1,1,"Noyade","drowning","#58ABD3"
"9977",2021,"Drowning",37.99539709,12.32134935,1,1,"Noyade","drowning","#58ABD3"
"9978",2021,"Drowning",32.85868201,12.2449859,8,1,"Noyade","drowning","#58ABD3"
"9979",2021,"Drowning",27.60593193,-14.09434798,1,1,"Noyade","drowning","#58ABD3"
"9980",2021,"Accidental death",53.3853869,-1.461051509,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"9981",2021,"Mixed or unknown",3.465696606,-76.52190059,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"9982",2021,"Vehicle accident / death linked to hazardous transport",7.403576138,-79.55944378,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"9983",2021,"Violence",3.155459107,-76.27819571,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"9984",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",31.9174752,-106.1672751,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"9985",2021,"Vehicle accident / death linked to hazardous transport",20.25411641,-99.65827089,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"9986",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",31.78041958,-106.5499374,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"9987",2021,"Mixed or unknown",31.72472612,-106.4826913,6,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"9988",2021,"Violence",54.26406629,25.35429945,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"9989",2021,"Drowning",32.85868201,12.2449859,12,1,"Noyade","drowning","#58ABD3"
"9990",2021,"Drowning",32.85868201,12.2449859,5,1,"Noyade","drowning","#58ABD3"
"9991",2021,"Drowning",32.85868201,12.2449859,2,1,"Noyade","drowning","#58ABD3"
"9992",2021,"Drowning",29.06973659,-13.92888709,11,1,"Noyade","drowning","#58ABD3"
"9993",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",32.54940206,-114.7907489,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"9994",2021,"Accidental death",26.09821363,-98.27543458,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"9995",2021,"Drowning",27.52191909,-99.52628485,1,1,"Noyade","drowning","#58ABD3"
"9996",2021,"Drowning",28.71240893,-100.5104065,2,1,"Noyade","drowning","#58ABD3"
"9997",2021,"Drowning",28.69539491,-100.5093765,2,1,"Noyade","drowning","#58ABD3"
"9998",2021,"Drowning",32.85868201,12.2449859,1,1,"Noyade","drowning","#58ABD3"
"9999",2021,"Drowning",32.75483468,13.71666686,1,1,"Noyade","drowning","#58ABD3"
"10000",2021,"Mixed or unknown",23.84772302,15.99563744,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10001",2021,"Drowning",36.6131885,2.189831228,11,1,"Noyade","drowning","#58ABD3"
"10002",2021,"Drowning",36.64611797,2.208953218,2,1,"Noyade","drowning","#58ABD3"
"10003",2021,"Drowning",36.6019598,2.159484877,1,1,"Noyade","drowning","#58ABD3"
"10004",2021,"Drowning",36.61983828,2.230056864,1,1,"Noyade","drowning","#58ABD3"
"10005",2021,"Drowning",36.6131885,2.189831228,12,1,"Noyade","drowning","#58ABD3"
"10006",2021,"Drowning",32.85868201,12.2449859,7,1,"Noyade","drowning","#58ABD3"
"10007",2021,"Drowning",32.817824,12.450931,4,1,"Noyade","drowning","#58ABD3"
"10008",2021,"Drowning",33.42943388,12.06490843,12,1,"Noyade","drowning","#58ABD3"
"10009",2021,"Drowning",33.99768329,12.64107702,4,1,"Noyade","drowning","#58ABD3"
"10010",2021,"Drowning",32.79304584,12.60424023,1,1,"Noyade","drowning","#58ABD3"
"10011",2021,"Drowning",35.96702242,0.071543749,3,1,"Noyade","drowning","#58ABD3"
"10012",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",23.353795,-19.689307,29,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10013",2021,"Drowning",15.959663,-16.84154,38,1,"Noyade","drowning","#58ABD3"
"10014",2021,"Drowning",35.78508672,-5.348679289,1,1,"Noyade","drowning","#58ABD3"
"10015",2021,"Drowning",35.915393,-5.314667,2,1,"Noyade","drowning","#58ABD3"
"10016",2021,"Drowning",30.41972831,10.56102432,18,1,"Noyade","drowning","#58ABD3"
"10017",2021,"Drowning",35.876253,-5.32524,1,1,"Noyade","drowning","#58ABD3"
"10018",2021,"Drowning",41.254758,26.331585,3,1,"Noyade","drowning","#58ABD3"
"10019",2021,"Drowning",35.23669182,-3.92228062,1,1,"Noyade","drowning","#58ABD3"
"10020",2021,"Drowning",28.085275,-13.853222,11,1,"Noyade","drowning","#58ABD3"
"10021",2021,"Drowning",41.340419,26.621926,1,1,"Noyade","drowning","#58ABD3"
"10022",2021,"Drowning",41.333634,26.608672,3,1,"Noyade","drowning","#58ABD3"
"10023",2021,"Drowning",36.03409952,0.023477819,17,1,"Noyade","drowning","#58ABD3"
"10024",2021,"Drowning",36.77001041,3.469499215,10,1,"Noyade","drowning","#58ABD3"
"10025",2021,"Sickness / lack of access to adequate healthcare",11.96414423,43.28973237,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10026",2021,"Mixed or unknown",11.96414423,43.28973237,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10027",2021,"Mixed or unknown",36.46086089,0.602893465,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10028",2021,"Drowning",28.00204958,-12.93936308,3,1,"Noyade","drowning","#58ABD3"
"10029",2021,"Violence",46.105723,19.599011,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10030",2021,"Drowning",35.870894,-5.342543,1,1,"Noyade","drowning","#58ABD3"
"10031",2021,"Vehicle accident / death linked to hazardous transport",32.26128403,22.66336716,6,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10032",2021,"Accidental death",51.96406396,21.01384333,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10033",2021,"Accidental death",27.49942429,-99.49905339,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10034",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",26.29722611,-98.61748442,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10035",2021,"Vehicle accident / death linked to hazardous transport",31.05035663,-104.9682547,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10036",2021,"Drowning",35.23338838,11.19573032,2,1,"Noyade","drowning","#58ABD3"
"10037",2021,"Drowning",32.92244735,12.43632908,1,1,"Noyade","drowning","#58ABD3"
"10038",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",19.84268335,0.79527669,5,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10039",2021,"Drowning",27.93347104,-13.20495642,52,1,"Noyade","drowning","#58ABD3"
"10040",2021,"Drowning",27.93347104,-13.20495642,17,1,"Noyade","drowning","#58ABD3"
"10041",2021,"Drowning",35.30057238,-2.94178006,1,1,"Noyade","drowning","#58ABD3"
"10042",2021,"Drowning",35.88328026,0.30553089,1,1,"Noyade","drowning","#58ABD3"
"10043",2021,"Drowning",34.7719507,11.0345329,2,1,"Noyade","drowning","#58ABD3"
"10044",2021,"Drowning",26.1141318,-14.50875258,16,1,"Noyade","drowning","#58ABD3"
"10045",2021,"Drowning",22.11104711,-16.75183311,86,1,"Noyade","drowning","#58ABD3"
"10046",2021,"Drowning",36.7025268,10.95407552,1,1,"Noyade","drowning","#58ABD3"
"10047",2021,"Drowning",34.69520695,10.76090543,8,1,"Noyade","drowning","#58ABD3"
"10048",2021,"Accidental death",30.95548799,66.43793571,4,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10049",2021,"Vehicle accident / death linked to hazardous transport",46.4125556,16.01967708,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10050",2021,"Violence",34.56611006,69.21110283,167,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10051",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",19.26628699,-68.65004072,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10052",2021,"Drowning",28.68442976,-100.5086449,1,1,"Noyade","drowning","#58ABD3"
"10053",2021,"Drowning",27.48487755,-99.48012225,1,1,"Noyade","drowning","#58ABD3"
"10054",2021,"Accidental death",26.10671821,-98.26867505,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10055",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",32.70290613,-114.6899039,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10056",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",17.96096906,-67.10421332,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10057",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",25.61190632,-80.15873385,3,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10058",2021,"Violence",27.36813494,-99.50095608,2,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10059",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",32.78876975,-114.4240425,2,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10060",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",32.060232,-109.004287,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10061",2021,"Vehicle accident / death linked to hazardous transport",18.11522379,-70.31819296,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10062",2021,"Sickness / lack of access to adequate healthcare",28.52618709,-99.85643843,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10063",2021,"Drowning",28.72236965,-100.516232,1,1,"Noyade","drowning","#58ABD3"
"10064",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",31.83744206,-112.7639748,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10065",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",29.1789173,-99.84701076,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10066",2021,"Drowning",25.88122824,-97.49266183,1,1,"Noyade","drowning","#58ABD3"
"10067",2021,"Vehicle accident / death linked to hazardous transport",28.48411159,-100.3103166,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10068",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",28.32311434,-100.3053812,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10069",2021,"Sickness / lack of access to adequate healthcare",8.421518484,-76.77170931,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10070",2021,"Mixed or unknown",19.27555673,-68.64949272,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10071",2021,"Sickness / lack of access to adequate healthcare",8.421518484,-76.77170931,2,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10072",2021,"Accidental death",32.6715071,-115.4086633,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10073",2021,"Vehicle accident / death linked to hazardous transport",27.16301763,-98.15002754,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10074",2021,"Violence",18.66941056,-96.80619775,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10075",2021,"Mixed or unknown",31.33100254,-110.9995664,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10076",2021,"Violence",27.59081032,-101.3810119,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10077",2021,"Violence",19.60223231,-98.13436917,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10078",2021,"Vehicle accident / death linked to hazardous transport",17.88790637,-94.10003215,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10079",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",27.17189336,-98.13619776,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10080",2021,"Sickness / lack of access to adequate healthcare",53.510074,23.659591,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10081",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",53.83423019,23.55305731,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10082",2021,"Vehicle accident / death linked to hazardous transport",43.79455788,7.587981798,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10083",2021,"Drowning",33.18878453,12.23894118,1,1,"Noyade","drowning","#58ABD3"
"10084",2021,"Drowning",36.82881526,3.620209155,14,1,"Noyade","drowning","#58ABD3"
"10085",2021,"Drowning",37.20507909,-1.809776859,8,1,"Noyade","drowning","#58ABD3"
"10086",2021,"Mixed or unknown",25.59954102,-99.99604217,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10087",2021,"Sickness / lack of access to adequate healthcare",53.67257467,23.4949234,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10088",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",21.35061686,23.54838468,14,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10089",2021,"Accidental death",37.00136043,-1.889019232,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10090",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",27.63791754,-15.70822938,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10091",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",41.68840291,26.43975126,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10092",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",41.68840291,26.43975126,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10093",2021,"Drowning",41.68840291,26.43975126,1,1,"Noyade","drowning","#58ABD3"
"10094",2021,"Vehicle accident / death linked to hazardous transport",50.953385,1.944394,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10095",2021,"Accidental death",46.1055958,20.261083,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10096",2021,"Drowning",37.8681166,27.25702288,2,1,"Noyade","drowning","#58ABD3"
"10097",2021,"Violence",31.608292,25.04876311,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10098",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",23.94619731,-15.85483798,57,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10099",2021,"Drowning",32.8108283,12.6303472,41,1,"Noyade","drowning","#58ABD3"
"10100",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",23.45300865,23.31333329,4,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10101",2021,"Drowning",33.72014304,10.99854839,3,1,"Noyade","drowning","#58ABD3"
"10102",2021,"Drowning",32.79680229,12.5727577,1,1,"Noyade","drowning","#58ABD3"
"10103",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",11.30897542,42.92694215,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10104",2021,"Violence",11.10622088,42.37198843,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10105",2021,"Vehicle accident / death linked to hazardous transport",43.83854273,18.25894372,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10106",2021,"Vehicle accident / death linked to hazardous transport",43.87782191,18.31320921,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10107",2021,"Drowning",7.927093887,-72.48386771,1,1,"Noyade","drowning","#58ABD3"
"10108",2021,"Drowning",29.32800076,-100.9305296,1,1,"Noyade","drowning","#58ABD3"
"10109",2021,"Drowning",39.16748918,2.928229486,3,1,"Noyade","drowning","#58ABD3"
"10110",2021,"Drowning",21.098765,-17.533666,2,1,"Noyade","drowning","#58ABD3"
"10111",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",28.51515365,-99.93694979,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10112",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",26.332868,-15.625305,10,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10113",2021,"Violence",32.84714274,13.09796326,6,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10114",2021,"Drowning",2.749127,101.442773,2,1,"Noyade","drowning","#58ABD3"
"10115",2021,"Violence",7.818407903,-72.45051915,2,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10116",2021,"Sickness / lack of access to adequate healthcare",26.37700292,-98.85966871,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10117",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",8.662830635,-77.4515264,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10118",2021,"Vehicle accident / death linked to hazardous transport",32.24412859,-107.7514501,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10119",2021,"Drowning",29.1867619,-100.7660806,1,1,"Noyade","drowning","#58ABD3"
"10120",2021,"Vehicle accident / death linked to hazardous transport",28.95496316,-99.84974059,3,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10121",2021,"Drowning",27.49873766,-99.49971963,1,1,"Noyade","drowning","#58ABD3"
"10122",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",31.91070632,-112.8477302,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10123",2021,"Mixed or unknown",27.53314626,-99.47857279,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10124",2021,"Violence",27.12549763,-98.23087679,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10125",2021,"Accidental death",32.66768159,-115.4576052,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10126",2021,"Drowning",17.87144182,-94.08377362,1,1,"Noyade","drowning","#58ABD3"
"10127",2021,"Mixed or unknown",25.81067336,-99.18644184,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10128",2021,"Drowning",29.23079891,-100.7982574,1,1,"Noyade","drowning","#58ABD3"
"10129",2021,"Sickness / lack of access to adequate healthcare",14.90552517,-92.27643836,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10130",2021,"Sickness / lack of access to adequate healthcare",14.89209249,-92.27164504,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10131",2021,"Sickness / lack of access to adequate healthcare",14.84828171,-92.26758108,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10132",2021,"Sickness / lack of access to adequate healthcare",14.88270192,-92.27015248,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10133",2021,"Sickness / lack of access to adequate healthcare",14.88847072,-92.2415665,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10134",2021,"Vehicle accident / death linked to hazardous transport",17.81849621,-93.38702213,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10135",2021,"Violence",14.67595994,-92.15780891,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10136",2021,"Vehicle accident / death linked to hazardous transport",18.38365176,-95.89020485,4,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10137",2021,"Drowning",7.834481503,-72.52091326,1,1,"Noyade","drowning","#58ABD3"
"10138",2021,"Violence",2.111220199,-76.99031747,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10139",2021,"Drowning",8.373604577,-77.65411602,9,1,"Noyade","drowning","#58ABD3"
"10140",2021,"Drowning",8.373604577,-77.65411602,3,1,"Noyade","drowning","#58ABD3"
"10141",2021,"Violence",8.42559721,-76.78843371,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10142",2021,"Vehicle accident / death linked to hazardous transport",20.24648794,-99.65855382,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10143",2021,"Drowning",33.72408,12.292263,15,1,"Noyade","drowning","#58ABD3"
"10144",2021,"Drowning",8.937251,-77.212958,9,1,"Noyade","drowning","#58ABD3"
"10145",2021,"Drowning",35.91312057,-5.35552497,1,1,"Noyade","drowning","#58ABD3"
"10146",2021,"Mixed or unknown",31.78128444,-106.5372266,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10147",2021,"Drowning",18.40094006,-68.98329662,23,1,"Noyade","drowning","#58ABD3"
"10148",2021,"Drowning",41.659628,26.485935,3,1,"Noyade","drowning","#58ABD3"
"10149",2021,"Violence",41.287468,26.463655,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10150",2021,"Vehicle accident / death linked to hazardous transport",43.38111137,-1.667733057,3,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10151",2021,"Mixed or unknown",27.247328,-98.126699,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10152",2021,"Mixed or unknown",27.247328,-98.126699,13,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10153",2021,"Mixed or unknown",27.247328,-98.126699,34,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10154",2021,"Mixed or unknown",27.247328,-98.126699,43,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10155",2021,"Mixed or unknown",27.53180696,-99.43051646,37,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10156",2021,"Mixed or unknown",40.12453287,-102.7255099,6,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10157",2021,"Violence",32.389909,23.366392,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10158",2021,"Violence",32.87954424,13.19048079,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10159",2021,"Mixed or unknown",53.90184923,24.57575187,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10160",2021,"Sickness / lack of access to adequate healthcare",41.683667,26.419139,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10161",2021,"Drowning",24.89691933,-16.64870169,30,1,"Noyade","drowning","#58ABD3"
"10162",2021,"Drowning",35.2345951,-3.987640788,1,1,"Noyade","drowning","#58ABD3"
"10163",2021,"Drowning",37.02470175,3.095693662,4,1,"Noyade","drowning","#58ABD3"
"10164",2021,"Harsh environmental conditions / lack of adequate shelter, food, water",27.79283828,-15.76206322,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"10165",2021,"Drowning",36.94485888,-1.763043028,12,1,"Noyade","drowning","#58ABD3"
"10166",2021,"Drowning",36.19749249,-6.551422936,25,1,"Noyade","drowning","#58ABD3"
"10167",2021,"Mixed or unknown",53.437805,23.695697,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10168",2021,"Vehicle accident / death linked to hazardous transport",47.770183,16.618461,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"10169",2021,"Drowning",35.19796725,11.26021325,23,1,"Noyade","drowning","#58ABD3"
"10170",2021,"Violence",30.96647402,61.82204193,2,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"10171",2021,"Violence",10.92713249,-74.7715589,2,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
